microsample	section	type	batch	cryosection	buffer	Xcoord	Ycoord	size	collection_method	collection	collection_attempts	cycles	animal	protocol	fastp_total_before_filtering.total_reads	fastp_total_after_filtering.total_reads	fastp_total_low_quality_reads	fastp_total_adapter_trimmed_reads	fastp_total_total_polyx_trimmed_reads	fastp_total_polyx_trimmed_reads.A	fastp_total_polyx_trimmed_reads.T	fastp_total_polyx_trimmed_reads.C	fastp_total_polyx_trimmed_reads.G	fastp_total_before_filtering.total_bases	fastp_total_after_filtering.total_bases	fastp_total_adapter_trimmed_bases	fastp_total_total_polyx_trimmed_bases	fastp_total_polyx_trimmed_bases.A	fastp_total_polyx_trimmed_bases.T	fastp_total_polyx_trimmed_bases.C	fastp_total_polyx_trimmed_bases.G	fastp_avg_before_filtering.gc_content	fastp_avg_after_filtering.gc_content	fastp_avg_duplication.rate	raw_sequences_chicken	raw_sequences_human	raw_sequences_pig	reads_mapped_chicken	reads_mapped_human	reads_mapped_pig	reads_unmapped_chicken	reads_unmapped_human	reads_unmapped_pig	raw_sequences_bacteria	reads_mapped_bacteria	reads_unmapped_bacteria	mapbac_counts_unfilt	mapbac_counts_filt	genome_count_filtering30
M301363	Colon	Positive	MSEB0012	G103bO202C	B11	42227.02954	45904.7727	5000	Lid8_Covaris_500639	Success	1	15	G103b	ULV2_Half	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not processed
M301364	Colon	Positive	MSEB0012	G103bO202C	B11	42798.15272	44268.3438	5000	Lid8_Covaris_500639	Fail	3	15	G103b	ULV2_Half	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not processed
M301365	Colon	Positive	MSEB0012	G103bO202C	B11	41809.89788	45629.1815	5000	Lid8_Covaris_500639	Success	1	15	G103b	ULV2_Half	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not processed
M301366	Colon	Positive	MSEB0012	G103bO202C	B11	42180.94598	45036.8465	5000	Lid8_Covaris_500639	Success	1	15	G103b	ULV2_Half	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not processed
M301367	Colon	Positive	MSEB0012	G103bO202C	B11	42551.6086	44760.61316	5000	Lid8_Covaris_500639	Success	1	15	G103b	ULV2_Half	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not processed
M301368	Colon	Positive	MSEB0012	G103bO202C	B11	42729.66332	44186.8088	5000	Lid8_Covaris_500639	Fail	3	15	G103b	ULV2_Half	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not processed
M301369	Colon	NegativeCollection	MSEB0012	G103bO202Z	B11	NA	NA	NA	Lid8_Covaris_500639	NA	0	15	G103b	ULV2_Half	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not processed
M301370	Colon	Positive	MSEB0012	G103bO202C	B11	42248.67732	45163.92228	5000	Lid8_Covaris_500639	Success	2	15	G103b	ULV2_Half	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not processed
M301371	Colon	Positive	MSEB0012	G103bO202C	B11	42343.66506	45296.0106	5000	Lid8_Covaris_500639	Success	2	15	G103b	ULV2_Half	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not processed
M301372	Colon	Positive	MSEB0012	G103bO202C	B11	42131.08786	45460.48658	5000	Lid8_Covaris_500639	Success	1	15	G103b	ULV2_Half	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not processed
M301373	Colon	Positive	MSEB0012	G103bO202C	B11	42210.01374	45601.5616	5000	Lid8_Covaris_500639	Fail	3	15	G103b	ULV2_Half	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not processed
M301374	Colon	Positive	MSEB0012	G103bO202C	B11	42975.7614	45566.74104	5000	Lid8_Covaris_500639	Fail	3	15	G103b	ULV2_Half	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not processed
M301375	Colon	NegativeCollection	MSEB0012	G103bO202Z	B11	NA	NA	NA	Lid8_Covaris_500639	NA	0	15	G103b	ULV2_Half	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not processed
M301376	Colon	NegativeMebrane	MSEB0012	G103bO202M	B11	44828.31554	45127.40366	5000	Lid8_Covaris_500639	Fail	3	15	G103b	ULV2_Half	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not processed
M301377	Colon	Positive	MSEB0012	G103bO202C	B11	43010.45838	44867.36506	5000	Lid8_Covaris_500639	Success	2	15	G103b	ULV2_Half	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not processed
M301474	Caecum right	Positive	MSEB0014	G121eI104A	B11	12875.34	12963.54	50000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	35364310	34256500	552144	3423745	80783	23554	25714	25157	6358	5304646500	5076061236	63800554	2326286	237054	307214	1490455	291563	0.514891	0.510534	0.176828	34256500	33759250	33701930	488331	56725	1002	33768169	33702525	33700928	33699950	27963494	5736456	27963494	26002525	retained
M301475	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	7713.36	7571.61	50000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	579316	535234	22374	107394	3952	1544	1347	856	205	86897400	77278920	3290645	88257	18931	18474	43159	7693	0.504362	0.49223	0.472526	535234	534384	218652	607	310974	58	534627	223410	218594	218578	16209	202369	16209	0	excluded
M301476	Caecum right	Positive	MSEB0014	G121eI104A	B11	14099.76	14002.11	50000	Lid8_Covaris_500639	Success	3	12	G121e	ULV2_Half	31675684	30847708	445106	2759247	63730	18451	20151	20383	4745	4751352600	4580089350	47775513	1822530	182875	232462	1222237	184956	0.524335	0.521293	0.122243	30847708	30837982	30805396	7243	32149	650	30840465	30805833	30804746	30804102	25648332	5155770	25648332	23857202	retained
M301477	Caecum right	Positive	MSEB0014	G121eI104A	B11	12849.68	13032.38	50000	Lid8_Covaris_500639	Success	2	12	G121e	ULV2_Half	30564614	29609998	471870	3277592	61788	18073	20234	18337	5144	4584692100	4378670877	63551073	1703550	179631	235969	1071256	216694	0.523132	0.519007	0.158024	29609998	29598612	29526184	8350	71501	809	29601648	29527111	29525375	29524598	24444474	5080124	24444474	22731446	retained
M301478	Caecum right	Positive	MSEB0014	G121eI104A	B11	13579.92	13778.37	50000	Lid8_Covaris_500639	Success	3	12	G121e	ULV2_Half	34471734	33574266	447372	2282218	63084	18616	21029	18060	5379	5170760100	4996617961	40283351	1705795	183449	239550	1079283	203513	0.528024	0.524881	0.116602	33574266	33566258	33530534	5442	35366	736	33568824	33530892	33529798	33529066	28063158	5465908	28063158	26212242	retained
M301479	Caecum right	NegativeReaction	MSEB0014	G121eI104R	NA	NA	NA	NA	Lid8_Covaris_500639	NA	0	12	G121e	ULV2_Half	353866	304154	37554	44776	3109	854	905	1266	84	53079900	44627534	1124280	115936	10597	13224	87502	4613	0.493741	0.474488	0.447305	304154	303666	99142	343	203245	17	303811	100421	99125	99118	3956	95162	3956	0	excluded
M301480	Caecum right	Positive	MSEB0014	G121eI104A	B11	13400	13359.05	50000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	29819320	28896394	456218	2941510	66374	19416	21068	20823	5067	4472898000	4280541974	54440859	1894591	193744	246469	1224272	230106	0.515344	0.511054	0.162352	28896394	28762422	28720136	129077	41696	800	28767317	28720726	28719336	28718544	23963274	4755270	23963274	22247913	retained
M301481	Caecum right	Positive	MSEB0014	G121eI104A	B11	13768.14	13720.89	50000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	30031620	28968904	524202	2635399	74866	22419	24392	22568	5487	4504743000	4291890332	54453299	2132971	227832	293939	1346978	264222	0.505936	0.500673	0.504077	28968904	28952838	28665602	11687	285100	952	28957217	28667738	28664650	28663718	22930112	5733606	22930112	20757599	retained
M301482	Caecum right	Positive	MSEB0014	G121eI104A	B11	13027.18	13102.78	25000	Lid8_Covaris_500639	Success	2	12	G121e	ULV2_Half	32480158	31312738	519336	1475299	73876	21741	24335	21462	6338	4872023700	4670552857	27012251	2186266	215351	305018	1320285	345612	0.510338	0.504737	0.292984	31312738	31299784	31235282	7976	63459	1269	31304762	31236325	31234013	31232764	25930296	5302468	25930296	24029344	retained
M301483	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	Lid8_Covaris_500639	NA	0	12	G121e	ULV2_Half	13233384	12762784	231796	776764	35069	10978	11948	9203	2940	1985007600	1900167730	14646585	926081	117618	156343	526255	125865	0.521876	0.516955	0.556682	12762784	12753740	11921440	6625	821582	490	12756159	11932158	11920950	11920548	8125886	3794662	8125886	6458592	retained
M301484	Caecum right	Positive	MSEB0014	G121eI104A	B11	12890.08	13312.18	25000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	32838348	31733804	518472	1562286	74488	22084	24313	22622	5469	4925752200	4732721624	27991520	2093206	220195	292992	1315179	264840	0.51015	0.505159	0.329518	31733804	31725184	31666734	5093	57280	951	31728711	31667904	31665783	31664866	26314266	5350600	26314266	24391486	retained
M301485	Caecum right	Positive	MSEB0014	G121eI104A	B11	14490.28	14534.38	25000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	29581048	28378698	593684	1049169	67771	19514	21881	20389	5987	4437157200	4239483532	17705025	2004794	193249	272264	1216810	322471	0.511152	0.505113	0.325335	28378698	28362814	28285146	11145	76756	1196	28367553	28286058	28283950	28282766	23444141	4838625	23444141	21658085	retained
M301486	Caecum right	Positive	MSEB0014	G121eI104A	B11	14544.72	14522.67	25000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	30209502	29196718	485854	1521767	80331	20142	23832	30780	5577	4531425300	4350536148	29535568	3283750	198461	359831	2452906	272552	0.511041	0.505927	0.295579	29196718	29188032	29079452	4596	106626	1026	29192122	29081406	29078426	29077408	24092930	4984478	24092930	22286199	retained
M301487	Caecum right	Positive	MSEB0014	G121eI104A	B11	15322.58	15410.78	25000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	33080790	30670042	891822	1589918	84901	20810	25756	26376	11959	4962118500	4571237316	30288649	2939665	208480	417380	1559499	754306	0.525546	0.513099	0.445334	30670042	30641506	30477940	16005	161756	3295	30654037	30479750	30474645	30471404	24889758	5581646	24889758	22700725	retained
M301488	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	11373.66	11398.86	25000	Lid8_Covaris_500639	Success	2	12	G121e	ULV2_Half	645518	607396	18872	74618	3654	1298	1370	766	220	96827700	89488762	1771564	88323	15884	19254	42153	11032	0.505935	0.496919	0.515964	607396	606688	313038	489	291361	103	606907	315327	312935	312906	75627	237279	75627	0	excluded
M301489	Caecum right	Positive	MSEB0014	G121eI104A	B11	16610.84	16802.99	25000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	34816070	33604678	603772	2293053	80596	23896	25777	24580	6343	5222410500	4995394001	45918827	2353402	238203	318119	1486845	310235	0.50908	0.503967	0.329696	33604678	33568850	33482544	31168	85293	1141	33573510	33483557	33481403	33480274	27788009	5692265	27788009	25754908	retained
M301490	Caecum right	Positive	MSEB0014	G121eI104A	B11	16642	17010.55	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	38355604	36929536	631668	1218219	87423	25583	28636	25651	7553	5753340600	5519577359	21407937	2669898	256872	364855	1640897	407274	0.511615	0.505824	0.443178	36929536	36891274	36678624	32161	210353	1503	36897375	36680921	36677121	36675652	30515626	6160026	30515626	28090640	retained
M301491	Caecum right	Positive	MSEB0014	G121eI104A	B11	15800.56	15869.86	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	34954500	33574788	619862	1094376	86302	24888	27891	26462	7061	5243175000	5017911586	19345315	2547005	260720	360204	1562797	363284	0.51905	0.513027	0.650008	33574788	33560546	32508884	8708	1040890	1476	33566080	32519656	32507408	32506048	26968677	5537371	26968677	23576474	retained
M301492	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	Lid8_Covaris_500639	NA	0	15	G121e	ULV2_Half	4374094	4156062	93790	448902	26947	9836	11798	3788	1525	656114100	614109324	9984085	547237	122889	162269	198479	63600	0.507534	0.499349	0.677281	4156062	4136598	1796540	16744	2325340	463	4139318	1811258	1796077	1795950	162825	1633125	162825	0	excluded
M301493	Caecum right	Positive	MSEB0014	G121eI104A	B11	15245.06	15396.26	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	39544690	38054582	659512	1056345	92537	27851	30608	26231	7847	5931703500	5690355072	19275948	2628393	283100	381230	1567542	396521	0.50953	0.50362	0.610812	38054582	38042088	37546282	6734	490756	1513	38047848	37551332	37544769	37543290	31180679	6362611	31180679	28004275	retained
M301494	Caecum right	Positive	MSEB0014	G121eI104A	B11	15889.02	16367.82	5000	Lid8_Covaris_500639	Success	2	15	G121e	ULV2_Half	37402080	36172392	592404	1090951	84625	25191	29580	23368	6486	5610312000	5406839322	20646966	2454796	253539	367239	1532129	301889	0.509503	0.504684	0.592367	36172392	36133750	35663000	33773	465505	1102	36138619	35668245	35661898	35660868	29384616	6276252	29384616	26592311	retained
M301495	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	12473.66	13176.11	5000	Lid8_Covaris_500639	Success	3	15	G121e	ULV2_Half	3051696	2847822	111202	304731	18777	7360	6873	3697	847	457754400	420744245	7147596	431568	93460	94962	195590	47556	0.507282	0.497381	0.66607	2847822	2842218	1228452	4332	1600904	542	2843490	1241314	1227910	1227808	54048	1173760	54048	0	excluded
M301496	Caecum right	Positive	MSEB0014	G121eI104A	B11	14604.78	15001.68	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	51636884	49927978	772732	1451647	118715	37046	39919	33344	8406	7745532600	7465447412	26420937	3277974	371144	476244	2016891	413695	0.506387	0.501295	0.611167	49927978	49902996	49600680	18655	298802	1632	49909323	49604194	49599048	49597466	40852378	8745088	40852378	37335797	retained
M301497	Caecum right	Positive	MSEB0014	G121eI104A	B11	14224.32	14158.17	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	39311146	37845644	685140	1245107	94023	29093	33199	24288	7443	5896671900	5655495291	24346142	2541147	293763	399229	1459046	389109	0.506296	0.500453	0.60308	37845644	37748790	37054344	90477	688791	1542	37755167	37059999	37052802	37051350	30396639	6654711	30396639	27209912	retained
M301498	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	Lid8_Covaris_500639	NA	0	15	G121e	ULV2_Half	36202504	33976706	831044	1760158	337408	141055	142530	40167	13656	5430375600	5060033233	43592515	6444130	1783096	1996582	2056978	607474	0.434103	0.421565	0.660032	33976706	33912194	1949622	42373	31626973	838	33934333	2285221	1948784	1948568	116538	1832030	116538	13189	retained
M301499	Caecum right	Positive	MSEB0014	G121eI104A	B11	11028.92	10795.82	2500	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	38832506	37437188	684504	2001858	97734	30926	31076	28014	7718	5824875900	5580418799	37502839	2775810	321896	387355	1697554	369005	0.510764	0.505457	0.659547	37437188	36569348	35755606	852262	805992	1338	36584926	35763356	35754268	35753052	29500419	6252633	29500419	25743072	retained
M301500	Caecum right	Positive	MSEB0014	G121eI104A	B11	12571.72	11648.77	2500	Lid8_Covaris_500639	Fail	2	15	G121e	ULV2_Half	4863138	4630122	113960	502702	27687	10586	11270	4584	1247	729470700	684477221	10635127	591732	139054	157620	235199	59859	0.503585	0.496253	0.687321	4630122	4623444	2225904	5121	2382527	1401	4625001	2240917	2224503	2224378	541934	1682444	541934	0	excluded
M301501	Caecum right	Positive	MSEB0014	G121eI104A	B11	14316.7	15353.05	2500	Lid8_Covaris_500639	Success	2	15	G121e	ULV2_Half	21412116	20626224	364180	1534779	66516	20491	22917	18499	4609	3211817400	3065018938	30114508	1849464	230227	302297	1088933	228007	0.517023	0.511611	0.713506	20626224	20498770	18239542	121584	2240891	1553	20504640	18257879	18237989	18237296	13658010	4579286	13658010	7943257	retained
M301502	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	9628	9716.2	2500	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	17913370	16733370	550958	1182048	68280	19482	23327	18578	6893	2687005500	2487704909	23903323	1844299	244852	358177	897763	343507	0.591971	0.584104	0.630629	16733370	16707378	12410508	19145	4266641	2843	16714225	12440737	12407665	12406602	65475	12341127	65475	0	excluded
M301503	Caecum right	Positive	MSEB0014	G121eI104A	B11	13220.38	13302.28	2500	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	39266912	37765672	690066	1859708	101225	31237	33567	28694	7727	5890036800	5632837843	33875420	2861572	330487	445171	1690568	395346	0.510625	0.504789	0.632959	37765672	37717736	35883342	40783	1819546	1539	37724889	35898190	35881803	35880366	29340934	6539432	29340934	25886890	retained
M301504	Caecum right	Positive	MSEB0014	G121eI104A	B11	15960.84	15837.99	2500	Lid8_Covaris_500639	Success	2	15	G121e	ULV2_Half	36422922	35083422	630088	2041513	88769	26497	29846	25189	7237	5463438300	5225842363	38278210	2552480	274249	374058	1540260	363913	0.512009	0.506402	0.668528	35083422	35064812	34090992	12852	966023	1536	35070570	34098789	34089456	34088142	27430633	6657509	27430633	23074135	retained
M301505	Caecum right	Positive	MSEB0014	G121eI104A	B11	14812.38	15574.68	2500	Lid8_Covaris_500639	Success	2	15	G121e	ULV2_Half	38237764	36791006	678072	2191615	84189	25156	27826	23950	7257	5735664600	5479870410	40837143	2376421	253689	348764	1397447	376521	0.514566	0.508782	0.616642	36791006	36769394	36147252	15934	617940	1395	36775072	36151454	36145857	36144508	29427624	6716884	29427624	26111439	retained
M301506	Caecum right	Positive	MSEB0014	G121eI104A	B11	14953.38	14745.48	1500	Lid8_Covaris_500639	Success	1	17	G121e	ULV2_Half	44458654	42775200	700076	1735347	100922	31802	35902	25022	8196	6668798100	6389540946	36028001	2776144	331140	467624	1569225	408155	0.514289	0.508128	0.62887	42775200	42758308	41054352	10213	1693285	1767	42764987	41065023	41052585	41051116	33057957	7993159	33057957	29469669	retained
M301507	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	17671	17765.5	1500	Lid8_Covaris_500639	Success	1	17	G121e	ULV2_Half	20368596	19520476	363886	1871687	130726	53348	52140	19660	5578	3055289400	2893338645	38465443	2665414	671983	721871	1035573	235987	0.499308	0.492496	0.730815	19520476	19499058	7805872	15242	11553874	2235	19505234	7945184	7803637	7803062	553454	7249608	553454	0	excluded
M301508	Caecum right	Positive	MSEB0014	G121eI104A	B11	15647.26	15401.56	1500	Lid8_Covaris_500639	Success	2	17	G121e	ULV2_Half	38341118	36816486	680316	1579977	130308	44855	47421	29913	8119	5751167700	5496534780	29962714	3298422	505066	621571	1763352	408433	0.503196	0.496876	0.6662	36816486	36795870	30594910	12679	6160187	1543	36803807	30635683	30593367	30592008	24835084	5756924	24835084	20776479	retained
M301509	Caecum right	Positive	MSEB0014	G121eI104A	B11	15406.64	15334.19	1500	Lid8_Covaris_500639	Success	1	17	G121e	ULV2_Half	38474848	36699302	878506	1700770	97267	27291	30777	30542	8657	5771227200	5477263304	33917103	2836622	282246	392503	1693216	468657	0.516584	0.509613	0.623327	36699302	36681784	35889656	10389	785824	1830	36688913	35895960	35887826	35886148	29403731	6482417	29403731	26062646	retained
M301510	Caecum right	Positive	MSEB0014	G121eI104A	B11	15941.48	15941.48	1500	Lid8_Covaris_500639	Success	1	17	G121e	ULV2_Half	39550274	37937892	717470	1535218	106293	32957	35356	29351	8629	5932541100	5666135384	28370122	3016289	354593	462442	1757798	441456	0.513799	0.507428	0.675662	37937892	37829638	35576054	100326	2237662	2455	37837566	35591976	35573599	35572040	28179911	7392129	28179911	23342248	retained
M301511	Caecum right	Positive	MSEB0014	G121eI104A	B11	16259.68	16231.33	1500	Lid8_Covaris_500639	Fail	2	17	G121e	ULV2_Half	28016840	26894266	520890	2208730	130218	48398	47886	25981	7953	4202526000	3995626794	42405869	3094501	621936	680687	1479672	312206	0.518411	0.512388	0.739228	26894266	26850504	16225642	36024	10563468	2637	26858242	16287036	16223005	16222268	4694275	11527993	4694275	0	excluded
M301512	Caecum right	NegativeReaction	MSEB0014	G121eI104R	NA	NA	NA	NA	Lid8_Covaris_500639	NA	0	17	G121e	ULV2_Half	9514254	9088870	175746	758780	57477	22994	22253	9608	2622	1427138100	1349565612	15747320	1202404	284065	289092	504715	124532	0.502314	0.494789	0.73191	9088870	9078336	3579576	6800	5465895	540	9082070	3612441	3579036	3578770	29478	3549292	29478	0	excluded
M301513	Caecum right	Positive	MSEB0014	G121eI104A	B11	16421.16	16008.51	1500	Lid8_Covaris_500639	Fail	2	17	G121e	ULV2_Half	36932030	35743638	549366	1613943	90092	29932	29694	23472	6994	5539804500	5335573276	30369804	2391855	312576	369352	1412875	297052	0.513406	0.508599	0.700551	35743638	35656990	33786390	80718	1858189	1433	35662920	33798801	33784957	33784016	27004750	6779266	27004750	21013229	retained
M301514	Caecum right	Positive	MSEB0014	G121eI104A	B11	16286.84	16579.79	500	Lid8_Covaris_500639	Success	2	17	G121e	ULV2_Half	42344320	40945112	664566	3364443	123192	40117	42887	32471	7717	6351648000	6078664824	69098771	3346455	442002	574642	1981091	348720	0.517651	0.513025	0.72413400000000006	40945112	40925512	36205440	12511	4671821	1775	40932601	36253691	36203665	36202596	27006752	9195844	27006752	18398151	retained
M301515	Caecum right	Positive	MSEB0014	G121eI104A	B11	15862	15732.85	500	Lid8_Covaris_500639	Success	1	17	G121e	ULV2_Half	36272466	34735014	773294	3221780	134769	43636	49443	33743	7947	5440869900	5149570282	67366283	3554366	502711	663510	2010473	377672	0.512824	0.506508	0.73103	34735014	34714700	28643428	13180	6024088	1693	34721834	28690612	28641735	28640704	19639930	9000774	19639930	10986812	retained
M301516	Caecum right	Positive	MSEB0014	G121eI104A	B11	16881.64	17272.24	500	Lid8_Covaris_500639	Success	2	17	G121e	ULV2_Half	37314644	35796016	713688	3392091	167903	59751	62155	36661	9336	5597196600	5306047139	70320741	4151445	731959	861598	2171699	386189	0.517882	0.511912	0.735498	35796016	35766256	25438522	20682	10250543	3351	35775334	25515713	25435171	25434180	14242526	11191654	14242526	4354755	retained
M301517	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	8021.76	7032.66	500	Lid8_Covaris_500639	Fail	2	17	G121e	ULV2_Half	16356646	15626414	313376	1810678	101725	36223	43976	16608	4918	2453496900	2309076741	37627662	2276250	444344	606964	1019051	205891	0.508933	0.501659	0.727894	15626414	15607576	6786016	13484	8768343	1440	15612930	6839233	6784576	6784112	88825	6695287	88825	0	excluded
M301518	Caecum right	Positive	MSEB0014	G121eI104A	B11	17231.34	17467.59	500	Lid8_Covaris_500639	Fail	2	17	G121e	ULV2_Half	21027030	20067536	413424	2228819	121398	44988	49746	19794	6870	3154054500	2966463947	47110634	2634982	568313	692149	1106300	268220	0.505109	0.497502	0.724966	20067536	20044794	9776272	15313	10208279	1749	20052223	9836515	9774523	9773942	1959663	7814279	1959663	0	excluded
M301519	Caecum right	Positive	MSEB0014	G121eI104A	B11	16331.58	16315.83	500	Lid8_Covaris_500639	Success	1	17	G121e	ULV2_Half	41147404	39021488	901024	3298769	188846	72169	62745	41591	12341	6172110600	5794410454	68022956	4666260	905989	923582	2248398	588291	0.534289	0.526406	0.700898	39021488	38933920	26682392	73418	12112271	6833	38948070	26821649	26675559	26673728	8049956	18623772	8049956	3090939	retained
M301520	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	Lid8_Covaris_500639	NA	0	17	G121e	ULV2_Half	27412384	26138490	583326	2127352	108862	38193	35492	26261	8916	4111857600	3882896893	44492893	2674771	491212	501637	1359015	322907	0.573414	0.567629	0.693382	26138490	26098890	18788424	31323	7266106	3908	26107167	18832784	18784516	18783292	293865	18489427	293865	0	excluded
M301521	Caecum right	Positive	MSEB0014	G121eI104A	B11	16653.84	16971.99	500	Lid8_Covaris_500639	Fail	2	17	G121e	ULV2_Half	38255956	36842992	648502	2074002	104098	32984	35278	29063	6773	5738393400	5491819767	41205564	2829519	350589	438018	1698421	342491	0.514189	0.508454	0.699332	36842992	36826354	34488688	11098	2321392	1409	36831894	34504962	34487279	34486168	25970427	8515741	25970427	19850680	retained
M301522	Caecum right	Positive	MSEB0014	G121eI104B	B11	12230.26	11562.46	50000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	28554328	27883418	342452	1894399	53200	15785	17633	15742	4040	4283149200	4153558838	29377845	1424258	156073	200552	927997	139636	0.525176	0.52242	0.0961809	27883418	27832560	27806404	48432	25798	474	27834986	27806762	27805930	27805462	23205241	4600221	23205241	21613765	retained
M301523	Caecum right	Positive	MSEB0014	G121eI104B	B11	11595.6	11286.9	50000	Lid8_Covaris_500639	Success	2	12	G121e	ULV2_Half	27824138	27006030	415306	1723738	58998	17456	19334	17443	4765	4173620700	4021549490	29862005	1653567	172973	223333	1026744	230517	0.515366	0.511393	0.101312	27006030	26986232	26959732	16723	26082	766	26989307	26960150	26958966	26958210	22468678	4489532	22468678	20888203	retained
M301524	Caecum right	Positive	MSEB0014	G121eI104B	B11	11998.72	12401.92	50000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	29783814	28854816	424370	1539358	60684	18208	20672	16472	5332	4467572100	4302202340	26464319	1709029	179592	251189	1009952	268296	0.515345	0.51077	0.112225	28854816	28835788	28799214	15009	35896	1055	28839807	28799892	28798159	28797112	23934400	4862712	23934400	22226106	retained
